City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,husavik,66.0449,-17.3389,-3.93,66,63,5.48,IS,1675811394
1,barrow,71.2906,-156.7887,-16.99,71,100,3.6,US,1675811395
2,castro,-24.7911,-50.0119,18.11,92,11,2.51,BR,1675811395
3,dafeng,23.4517,108.5881,14.9,98,100,1.64,CN,1675811396
4,shitanjing,39.2342,106.3439,-3.13,46,100,2.98,CN,1675811396
5,bredasdorp,-34.5322,20.0403,19.44,74,90,4.01,ZA,1675811396
6,angoche,-16.2325,39.9086,25.12,86,100,3.3,MZ,1675811397
7,hobart,-42.8794,147.3294,16.14,60,75,4.63,AU,1675811397
8,mataura,-46.1927,168.8643,8.6,70,75,4.82,NZ,1675811397
9,east london,-33.0153,27.9116,21.81,86,100,4.86,ZA,1675811398
10,vardo,70.3705,31.1107,-0.01,86,41,10.29,NO,1675811398
11,sept-iles,50.2001,-66.3821,-7.19,88,75,6.17,CA,1675811229
12,busselton,-33.65,115.3333,18.34,77,29,4.2,AU,1675811399
13,sakakah,29.9697,40.2064,8.76,63,3,4.58,SA,1675811191
14,rikitea,-23.1203,-134.9692,26.03,73,83,5.23,PF,1675811399
15,soe,-9.8607,124.284,20.97,86,42,1.02,ID,1675811399
16,monte alegre,-2.0078,-54.0692,24.53,91,56,1.12,BR,1675811400
17,port alfred,-33.5906,26.891,20.66,93,100,0.45,ZA,1675811400
18,ballina,-28.8667,153.5667,23.9,86,100,2.86,AU,1675811401
19,luziania,-16.2525,-47.9503,27.83,82,79,0.87,BR,1675811403
20,vanimo,-2.6741,141.3028,24.48,96,100,2.19,PG,1675811404
21,sao filipe,14.8961,-24.4956,20.48,64,3,5.67,CV,1675811406
22,saint-denis,48.9167,2.3333,2.3,80,0,3.09,FR,1675811355
23,port lincoln,-34.7333,135.8667,20.82,69,3,5.37,AU,1675811409
24,hithadhoo,-0.6,73.0833,27.23,70,68,3.82,MV,1675811225
25,staroutkinsk,57.2302,59.3348,-26.09,100,91,1.21,RU,1675811411
26,yellowknife,62.456,-114.3525,-14.4,92,100,4.07,CA,1675811412
27,kapaa,22.0752,-159.319,27.18,84,75,4.63,US,1675811413
28,arraial do cabo,-22.9661,-42.0278,24.04,89,88,0.23,BR,1675811413
29,ribeira grande,38.5167,-28.7,12.65,67,63,4.47,PT,1675811414
30,amethi,26.15,81.8167,13.7,69,0,3.56,IN,1675811227
31,santa maria,-29.6842,-53.8069,27.76,35,6,3.17,BR,1675811335
32,skibotn,69.3913,20.2679,-0.09,92,90,4.49,NO,1675811415
33,hasaki,35.7333,140.8333,8.22,75,100,10.09,JP,1675811419
34,chernyshevskiy,63.0128,112.4714,-33.59,98,100,0.43,RU,1675811424
35,harper,4.375,-7.7169,26.41,85,87,3.15,LR,1675811424
36,kaeo,-35.1,173.7833,25.18,70,59,2.55,NZ,1675811425
37,caravelas,-17.7125,-39.2481,25.58,82,1,3.83,BR,1675811426
38,tuatapere,-46.1333,167.6833,12.54,63,66,6.63,NZ,1675811426
39,bengkulu,-3.8004,102.2655,23.56,82,93,2.45,ID,1675811427
40,qaanaaq,77.484,-69.3632,-31.22,65,89,2.35,GL,1675811428
41,roma,43.2128,-75.4557,5.46,79,100,4.63,US,1675811429
42,lompoc,34.6391,-120.4579,21.5,58,5,3.58,US,1675811430
43,punta arenas,-53.15,-70.9167,16.06,63,40,4.63,CL,1675811430
44,tortosa,40.8125,0.5216,7.36,93,100,7.17,ES,1675811431
45,porto velho,-8.7619,-63.9039,25.03,94,75,1.03,BR,1675811441
46,ushuaia,-54.8,-68.3,11.82,69,75,1.33,AR,1675811442
47,hermanus,-34.4187,19.2345,21.0,80,50,5.51,ZA,1675811448
48,cape town,-33.9258,18.4232,21.32,73,24,6.26,ZA,1675811450
49,romilly-sur-seine,48.5108,3.7263,0.66,67,23,3.12,FR,1675811451
50,bluff,-46.6,168.3333,8.78,69,77,11.77,NZ,1675811451
51,road town,18.4167,-64.6167,25.05,88,40,4.63,VG,1675811284
52,camara de lobos,32.6333,-16.9667,15.56,77,75,3.09,PT,1675811452
53,kodiak,57.79,-152.4072,-1.27,51,0,6.69,US,1675811452
54,beloha,-25.1667,45.05,22.96,85,100,2.32,MG,1675811275
55,srednekolymsk,67.45,153.6833,-35.32,99,100,2.45,RU,1675811452
56,shenjiamen,29.9576,122.298,8.77,76,100,5.43,CN,1675811453
57,kirkwall,58.9848,-2.9587,4.03,70,18,6.17,GB,1675811453
58,seoul,37.5683,126.9778,-3.31,93,0,0.51,KR,1675811177
59,san vicente,-26.6167,-54.1333,25.0,37,22,1.16,AR,1675811454
60,nikolskoye,59.7035,30.7861,-2.06,88,99,4.5,RU,1675811454
61,la reforma,25.0833,-108.05,22.89,38,100,5.52,MX,1675811455
62,ochamchira,42.7121,41.4721,3.4,82,100,1.91,GE,1675811455
63,monster,52.0258,4.175,1.08,89,6,1.03,NL,1675811455
64,mount isa,-20.7333,139.5,28.87,70,40,3.6,AU,1675811456
65,hobyo,5.3505,48.5268,24.31,77,21,5.87,SO,1675811456
66,strezhevoy,60.7333,77.5889,-22.74,99,84,3.03,RU,1675811223
67,portland,45.5234,-122.6762,9.99,94,100,3.58,US,1675811092
68,cockburn town,21.4612,-71.1419,25.11,76,0,10.28,TC,1675811457
69,atuona,-9.8,-139.0333,25.79,78,12,6.67,PF,1675811457
70,victoria,22.2855,114.1577,18.31,91,91,5.36,HK,1675811177
71,salalah,17.0151,54.0924,20.78,73,74,0.98,OM,1675811217
72,avarua,-21.2078,-159.775,29.03,79,20,5.66,CK,1675811458
73,new norfolk,-42.7826,147.0587,15.95,49,8,0.44,AU,1675811458
74,saskylakh,71.9167,114.0833,-34.05,99,99,0.74,RU,1675811458
75,mitsamiouli,-11.3847,43.2844,27.24,77,99,4.78,KM,1675811459
76,hami,42.8,93.45,0.34,55,100,1.26,CN,1675811459
77,krasnoselkup,65.7,82.4667,-27.85,100,96,4.05,RU,1675811460
78,saint anthony,45.0205,-93.218,0.97,67,0,4.12,US,1675811460
79,svetlogorsk,52.6333,29.7333,-11.42,97,43,1.43,BY,1675811460
80,albany,42.6001,-73.9662,3.03,53,100,2.24,US,1675811461
81,dunedin,-45.8742,170.5036,13.54,64,50,6.69,NZ,1675811399
82,sao felix do xingu,-6.6447,-51.995,23.57,92,83,0.6,BR,1675811218
83,puerto ayora,-0.7393,-90.3518,26.97,89,29,3.13,EC,1675811462
84,airai,-8.9266,125.4092,17.82,90,93,0.72,TL,1675811463
85,chitral,35.8462,71.7858,-3.76,50,1,3.92,PK,1675811463
86,tuktoyaktuk,69.4541,-133.0374,-32.0,68,100,0.0,CA,1675811465
87,butaritari,3.0707,172.7902,27.28,80,100,9.91,KI,1675811466
88,naron,43.5167,-8.1528,6.68,67,62,8.47,ES,1675811467
89,oftringen,47.3167,7.9167,-0.9,82,3,3.13,CH,1675811468
90,flinders,-34.5833,150.8552,21.32,93,100,1.73,AU,1675811468
91,ukiah,39.1502,-123.2078,18.58,55,0,5.14,US,1675811325
92,andra,62.5147,65.8878,-28.68,100,100,2.27,RU,1675811470
93,mar del plata,-38.0023,-57.5575,24.49,89,1,6.71,AR,1675811471
94,sabha,27.0377,14.4283,14.11,31,100,6.4,LY,1675811472
95,vila velha,-20.3297,-40.2925,26.97,87,75,4.12,BR,1675811279
96,vostok,46.4856,135.8833,-17.72,98,100,1.48,RU,1675811472
97,nirmal,19.1,78.35,21.15,35,28,1.85,IN,1675811473
98,jamestown,42.097,-79.2353,9.77,72,40,4.63,US,1675811388
99,avera,33.194,-82.5271,17.03,55,94,1.79,US,1675811476
100,bathsheba,13.2167,-59.5167,26.34,73,40,6.69,BB,1675811478
101,aswan,24.0934,32.907,10.83,37,55,4.71,EG,1675811479
102,vaini,-21.2,-175.2,26.09,100,75,4.63,TO,1675811479
103,balkhash,46.844,74.9804,-15.68,95,65,4.14,KZ,1675811480
104,kuching,1.55,110.3333,26.68,92,20,0.0,MY,1675811481
105,mahebourg,-20.4081,57.7,24.58,81,41,6.77,MU,1675811481
106,fort nelson,58.8053,-122.7002,2.75,44,2,0.89,CA,1675811482
107,acapulco,16.8634,-99.8901,28.9,65,20,5.14,MX,1675811402
108,lavrentiya,65.5833,-171.0,-24.48,86,100,1.35,RU,1675811482
109,salinopolis,-0.6136,-47.3561,25.64,86,78,4.89,BR,1675811483
110,zavodoukovsk,56.5042,66.5515,-25.66,100,100,0.91,RU,1675811494
111,gillette,44.2911,-105.5022,3.51,56,0,5.66,US,1675811291
112,antalaha,-14.9003,50.2788,23.18,91,92,2.55,MG,1675811504
113,mananjary,-21.2167,48.3333,22.97,91,96,2.34,MG,1675811505
114,kalevala,65.2,31.1667,-1.03,96,100,2.58,RU,1675811505
115,tiksi,71.6872,128.8694,-32.92,100,100,1.92,RU,1675811505
116,santiago del estero,-27.7951,-64.2615,33.47,27,4,1.24,AR,1675811417
117,carutapera,-1.195,-46.02,24.57,91,99,3.06,BR,1675811506
118,souillac,-20.5167,57.5167,24.91,83,60,6.16,MU,1675811217
119,hovd,48.0056,91.6419,-17.98,77,30,0.44,MN,1675811510
120,samarai,-10.6167,150.6667,27.39,79,100,4.59,PG,1675811510
121,pevek,69.7008,170.3133,-30.21,95,100,1.36,RU,1675811511
122,marsh harbour,26.5412,-77.0636,21.92,63,3,7.82,BS,1675811511
123,angoram,-4.0625,144.0661,23.12,98,100,1.61,PG,1675811511
124,khabary,53.6259,79.5345,-21.8,100,98,1.73,RU,1675811512
125,waipawa,-41.4122,175.5153,18.5,67,31,2.16,NZ,1675811512
126,santa rosa,14.3122,121.1114,25.01,83,100,3.72,PH,1675811513
127,praia da vitoria,38.7333,-27.0667,12.64,77,94,5.95,PT,1675811280
128,verkh-chebula,56.0308,87.6218,-12.27,90,100,4.03,RU,1675811513
129,vao,-22.6667,167.4833,26.43,71,39,5.6,NC,1675811514
130,birjand,32.8663,59.2211,8.4,78,17,3.48,IR,1675811514
131,ilulissat,69.2167,-51.1,-22.99,70,100,4.12,GL,1675811514
132,torrijos,39.9819,-4.2835,7.26,90,85,5.74,ES,1675811515
133,iqaluit,63.7506,-68.5145,-31.84,67,100,2.68,CA,1675811515
134,limoux,42.9167,2.1667,4.43,84,98,4.47,FR,1675811516
135,maceio,-9.6658,-35.7353,24.69,88,0,2.06,BR,1675811516
136,georgetown,5.4112,100.3354,24.97,88,20,3.09,MY,1675811243
137,los llanos de aridane,28.6585,-17.9182,13.86,82,0,5.66,ES,1675811517
138,sirur,18.8333,74.3833,20.54,33,10,3.09,IN,1675811517
139,muros,42.7762,-9.0603,6.72,68,5,8.72,ES,1675811467
140,davila,18.4726,120.5763,22.99,83,2,5.27,PH,1675811517
141,richards bay,-28.783,32.0377,22.9,96,52,1.88,ZA,1675811518
142,dongkan,33.9997,119.8308,2.8,81,100,2.89,CN,1675811518
143,torbay,47.6666,-52.7314,-4.12,85,100,10.28,CA,1675811518
144,laguna,38.421,-121.4238,16.67,56,0,1.54,US,1675811519
145,naze,28.3667,129.4833,15.99,72,82,5.79,JP,1675811519
146,walvis bay,-22.9575,14.5053,18.94,86,32,2.72,NA,1675811520
147,areosa,41.7178,-8.8571,6.19,75,3,4.42,PT,1675811520
148,chokurdakh,70.6333,147.9167,-39.02,100,99,1.74,RU,1675811520
149,maragogi,-9.0122,-35.2225,25.49,70,91,3.61,BR,1675811521
150,cidreira,-30.1811,-50.2056,24.56,75,17,5.43,BR,1675811515
151,namibe,-15.1961,12.1522,21.39,75,75,4.13,AO,1675811522
152,bemidji,47.4736,-94.8803,2.05,55,0,2.06,US,1675811523
153,roald,62.5833,6.1333,7.51,65,40,10.29,NO,1675811458
154,nishihara,26.1842,127.7558,19.6,89,75,3.09,JP,1675811525
155,burns lake,54.2331,-125.7533,-0.43,90,100,0.55,CA,1675811526
156,nanortalik,60.1432,-45.2371,-15.04,68,35,9.83,GL,1675811528
157,severo-kurilsk,50.6789,156.125,-4.99,60,49,4.3,RU,1675811530
158,bandarbeyla,9.4942,50.8122,24.41,77,56,6.08,SO,1675811531
159,alcantara,-2.4089,-44.4147,27.11,86,98,3.23,BR,1675811532
160,geraldton,-28.7667,114.6,20.23,88,40,4.12,AU,1675811532
161,saint-philippe,-21.3585,55.7679,24.77,83,82,6.31,RE,1675811534
162,kahului,20.8947,-156.47,26.65,77,40,9.77,US,1675811534
163,noumea,-22.2763,166.4572,30.56,99,94,3.82,NC,1675811411
164,churapcha,62.0025,132.4325,-42.02,100,99,0.79,RU,1675811535
165,la ronge,55.1001,-105.2842,0.25,76,30,5.68,CA,1675811538
166,coihaique,-45.5752,-72.0662,19.97,52,75,3.6,CL,1675811540
167,aripuana,-9.1667,-60.6333,22.23,99,92,0.32,BR,1675811540
168,xinzhou,38.4092,112.7333,-2.19,53,75,1.09,CN,1675811548
169,tukrah,32.5341,20.5791,11.47,69,100,4.97,LY,1675811556
170,kalengwa,-13.4659,25.0027,16.64,96,100,2.52,ZM,1675811559
171,taltal,-25.4,-70.4833,21.87,78,57,2.63,CL,1675811334
172,rock sound,24.9,-76.2,23.4,64,4,9.06,BS,1675811560
173,kaitangata,-46.2817,169.8464,13.89,58,78,6.48,NZ,1675811560
174,upernavik,72.7868,-56.1549,-29.17,98,76,1.54,GL,1675811565
175,rovaniemi,66.5,25.7167,-0.33,80,0,5.14,FI,1675811220
176,luderitz,-26.6481,15.1594,19.21,80,4,8.01,NA,1675811566
177,griffith,41.5284,-87.4237,4.01,77,75,7.2,US,1675811568
178,pisco,-13.7,-76.2167,25.03,73,0,8.75,PE,1675811568
179,rabaul,-4.1967,152.1721,27.56,77,100,3.9,PG,1675811569
180,burnie,-41.0667,145.9167,15.49,82,100,4.54,AU,1675811569
181,calvinia,-31.4707,19.776,19.72,65,76,2.63,ZA,1675811569
182,warmbad,-28.45,18.7333,22.74,50,29,2.02,NA,1675811570
183,lazaro cardenas,17.9583,-102.2,27.15,63,4,4.36,MX,1675811570
184,manaure,11.7751,-72.4445,26.79,66,27,10.18,CO,1675811571
185,faya,18.3851,42.4509,12.29,79,36,1.48,SA,1675811571
186,batagay-alyta,67.8006,130.4114,-35.56,100,100,0.39,RU,1675811571
187,san patricio,28.017,-97.5169,25.97,75,99,8.56,US,1675811572
188,port elizabeth,-33.918,25.5701,20.73,91,100,1.79,ZA,1675811572
189,kieta,-6.2167,155.6333,27.72,79,89,3.83,PG,1675811572
190,manggar,-2.8833,108.2667,25.55,86,99,2.24,ID,1675811573
191,kysyl-syr,63.8986,122.7617,-40.4,100,100,0.33,RU,1675811573
192,pimentel,-6.8367,-79.9342,25.16,73,40,9.77,PE,1675811573
193,coldingham,55.8868,-2.157,7.55,88,64,4.4,GB,1675811574
194,asau,46.4333,26.4,-4.49,97,100,1.68,RO,1675811574
195,margate,51.3813,1.3862,3.16,82,9,0.45,GB,1675811143
196,labuhan,-6.8844,112.2051,24.37,90,100,3.7,ID,1675811574
197,steinhausen,47.1951,8.4858,-0.99,91,100,0.51,CH,1675811575
198,provideniya,64.3833,-173.3,-17.94,71,100,5.0,RU,1675811575
199,miramar,25.9873,-80.2323,23.34,62,40,5.66,US,1675811576
200,eyl,7.9803,49.8164,24.13,74,43,5.99,SO,1675811576
201,mount gambier,-37.8333,140.7667,17.07,62,4,4.25,AU,1675811576
202,norfolk,42.1668,-71.2495,1.65,73,0,1.34,US,1675811577
203,tasiilaq,65.6145,-37.6368,-16.91,35,2,15.94,GL,1675811577
204,porto belo,-27.1578,-48.5531,26.97,79,25,2.98,BR,1675811577
205,tommot,58.9564,126.2925,-32.25,99,100,0.36,RU,1675811578
206,thompson,55.7435,-97.8558,-16.91,85,100,1.54,CA,1675811578
207,abonnema,4.7084,6.7931,26.96,78,11,2.4,NG,1675811578
208,fortuna,40.5982,-124.1573,15.75,64,0,3.09,US,1675811579
209,barra do garcas,-15.89,-52.2567,25.52,76,36,0.38,BR,1675811337
210,sonari,27.0667,95.0333,14.69,88,99,1.1,IN,1675811579
211,te anau,-45.4167,167.7167,12.32,58,58,4.27,NZ,1675811579
212,padang,-0.9492,100.3543,24.24,68,99,1.57,ID,1675811580
213,coquimbo,-29.9533,-71.3436,17.85,88,100,3.6,CL,1675811580
214,khuzhir,53.1939,107.3397,-14.76,92,80,1.51,RU,1675811581
215,oranjemund,-28.55,16.4333,17.45,93,79,6.44,NA,1675811581
216,hualmay,-11.0964,-77.6139,24.09,74,14,3.71,PE,1675811582
217,guanica,17.9716,-66.908,25.59,84,23,4.62,PR,1675811583
218,save,8.0425,2.486,27.9,63,75,2.92,BJ,1675811585
219,olafsvik,64.8945,-23.7142,-2.87,66,100,11.82,IS,1675811586
220,handia,25.3833,82.1833,13.27,76,0,3.39,IN,1675811586
221,santona,43.4439,-3.4576,7.82,86,86,3.67,ES,1675811587
222,havelock,34.8791,-76.9013,13.98,68,20,3.09,US,1675811587
223,makakilo city,21.3469,-158.0858,28.18,64,75,6.69,US,1675811588
224,narrabri,-30.3167,149.7833,28.07,52,1,1.34,AU,1675811588
225,kirovskiy,45.0917,133.5136,-18.75,98,80,0.63,RU,1675811589
226,plettenberg bay,-34.0527,23.3716,19.34,87,100,1.36,ZA,1675811590
227,shebunino,46.4339,141.8603,-5.78,69,100,4.62,RU,1675811592
228,sinazongwe,-17.2614,27.4618,23.58,76,46,1.33,ZM,1675811594
229,mufumbwe,-13.6833,24.8,16.96,97,100,2.92,ZM,1675811594
230,puerto del rosario,28.5004,-13.8627,15.86,63,20,2.57,ES,1675811596
231,dajal,29.5577,70.3762,14.25,40,46,3.52,PK,1675811600
232,prainha,-1.8,-53.48,23.86,95,85,1.24,BR,1675811601
233,khatanga,71.9667,102.5,-44.0,100,76,0.93,RU,1675811602
234,clyde river,70.4692,-68.5914,-33.95,97,97,1.39,CA,1675811602
235,bereslavka,48.6254,44.0449,-10.57,88,96,8.47,RU,1675811603
236,ilam,26.9167,87.9167,8.75,76,0,2.19,NP,1675811604
237,hofn,64.2539,-15.2082,0.54,60,100,11.7,IS,1675811608
238,hilo,19.7297,-155.09,25.16,92,75,4.12,US,1675811612
239,saint-ambroise,48.5501,-71.3324,-5.79,81,100,4.81,CA,1675811617
240,ponta do sol,32.6667,-17.1,15.56,59,15,2.3,PT,1675811620
241,liuzhou,24.3126,109.3892,12.56,93,100,2.08,CN,1675811626
242,sergiyevsk,53.9413,51.165,-23.13,100,40,1.92,RU,1675811629
243,longyearbyen,78.2186,15.6401,-7.09,93,100,10.29,SJ,1675811629
244,sidi ali,36.0998,0.4206,10.04,81,100,3.26,DZ,1675811629
245,palana,59.1167,159.9667,-26.47,99,100,4.25,RU,1675811630
246,chippewa falls,44.9369,-91.3929,3.1,61,0,5.14,US,1675811552
247,jiazi,22.8779,116.067,16.06,87,57,8.75,CN,1675811630
248,rawson,-43.3002,-65.1023,19.87,52,27,6.96,AR,1675811631
249,alice springs,-23.7,133.8833,31.23,40,4,1.54,AU,1675811587
250,abashiri,44.0213,144.2697,-10.84,85,75,3.09,JP,1675811631
251,tabory,58.5198,64.5495,-25.25,100,100,1.12,RU,1675811632
252,laiyang,36.9758,120.7136,-0.41,61,100,3.17,CN,1675811632
253,monteagudo,-19.8167,-63.9833,21.04,71,95,0.64,BO,1675811511
254,bethel,41.3712,-73.414,2.64,69,0,0.45,US,1675811634
255,salisbury,51.0693,-1.7957,1.43,89,0,1.03,GB,1675811634
256,alencon,48.4333,0.0833,-1.0,77,6,1.97,FR,1675811634
257,carnarvon,-24.8667,113.6333,25.04,66,0,7.79,AU,1675811635
258,ubinskoye,55.3068,79.6802,-23.65,100,99,2.11,RU,1675811635
259,talcahuano,-36.7167,-73.1167,21.82,46,0,5.66,CL,1675811635
260,bilibino,68.0546,166.4372,-39.69,100,100,0.1,RU,1675811636
261,kruisfontein,-34.0033,24.7314,19.38,79,100,1.9,ZA,1675811636
262,cabo san lucas,22.8909,-109.9124,25.9,57,40,5.14,MX,1675811424
263,manono,-7.3,27.4167,19.95,97,99,1.16,CD,1675811636
264,ornskoldsvik,63.2909,18.7153,-1.47,93,100,2.57,SE,1675811637
265,severo-yeniseyskiy,60.3725,93.0408,-13.83,97,100,1.34,RU,1675811637
266,bratsk,56.1325,101.6142,-17.73,99,100,1.68,RU,1675811637
267,lebu,-37.6167,-73.65,16.1,83,0,7.76,CL,1675811596
268,zistersdorf,48.5333,16.75,-3.15,76,9,2.66,AT,1675811638
269,osorno,-40.5667,-73.15,25.17,47,0,4.12,CL,1675811638
270,izumo,35.3667,132.7667,8.16,78,58,2.83,JP,1675811639
271,yulara,-25.2406,130.9889,29.22,27,0,3.23,AU,1675811639
272,sitka,57.0531,-135.33,3.94,75,0,3.6,US,1675811639
273,kodinsk,58.6881,99.1844,-14.15,97,100,1.39,RU,1675811640
274,guerrero negro,27.9769,-114.0611,22.0,20,1,0.77,MX,1675811640
275,cherskiy,68.75,161.3,-35.73,98,100,2.46,RU,1675811640
